pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,sy_dist
Kepler-1092 b,1,1,Transit,2016,4.94000,0.01550,3.060000,0.000000,981.2330000
Kepler-1093 b,1,2,Transit,2016,4.46000,0.01400,3.310000,0.000000,1072.8800000
Kepler-1093 c,1,2,Transit,2016,4.50000,0.01420,3.280000,0.000000,1072.8800000
Kepler-1094 b,1,1,Transit,2016,10.20000,0.03220,1.740000,0.000000,1291.0100000
Kepler-1095 b,1,1,Transit,2016,1.92000,0.00606,5.960000,0.000000,792.5220000
Kepler-1096 b,1,1,Transit,2016,2.07000,0.00651,5.970000,0.000000,377.9760000
Kepler-1097 b,1,1,Transit,2016,10.70000,0.03360,1.700000,0.000000,719.8020000
Kepler-1098 b,1,1,Transit,2016,2.24000,0.00705,5.600000,0.000000,1049.1900000
Kepler-1099 b,1,1,Transit,2016,8.40000,0.02640,2.040000,0.000000,1022.8000000
Kepler-11 b,1,6,Transit,2010,1.90000,0.00600,1.720000,0.045000,646.3460000
Kepler-11 c,1,6,Transit,2010,2.90000,0.00900,0.660000,0.026000,646.3460000
Kepler-11 d,1,6,Transit,2010,7.30000,0.02300,1.280000,0.004000,646.3460000
Kepler-11 e,1,6,Transit,2010,8.00000,0.02500,0.580000,0.012000,646.3460000
Kepler-11 f,1,6,Transit,2010,2.00000,0.00600,0.690000,0.013000,646.3460000
Kepler-11 g,1,6,Transit,2010,25.00000,0.07900,4.000000,0.150000,646.3460000
Kepler-110 b,1,2,Transit,2014,4.01000,0.01260,3.600000,0.000000,586.5310000
Kepler-110 c,1,2,Transit,2014,5.52000,0.01740,2.810000,0.000000,586.5310000
Kepler-1100 b,1,1,Transit,2016,3.71000,0.01170,3.800000,0.000000,693.6180000
Kepler-1101 b,1,1,Transit,2016,6.66000,0.02100,2.430000,0.000000,742.4730000
Kepler-1102 b,1,1,Transit,2016,7.56000,0.02380,2.210000,0.000000,1246.0500000
Kepler-1103 b,1,1,Transit,2016,5.77000,0.01820,2.710000,0.000000,1331.9200000
Kepler-1104 b,1,1,Transit,2016,2.04000,0.00642,6.020000,0.000000,530.6580000
Kepler-1105 b,1,1,Transit,2016,4.70000,0.01480,3.180000,0.000000,318.0040000
Kepler-1106 b,1,1,Transit,2016,3.36000,0.01060,4.110000,0.000000,1090.7000000
Kepler-1107 b,1,1,Transit,2016,2.36000,0.00742,5.390000,0.000000,428.7980000
Kepler-1108 b,1,1,Transit,2016,2.73000,0.00859,4.820000,0.000000,767.7010000
Kepler-1109 b,1,1,Transit,2016,5.43000,0.01710,2.840000,0.000000,685.0870000
Kepler-111 b,1,2,Transit,2014,3.12000,0.00982,4.350000,0.000000,657.2230000
Kepler-111 c,1,2,Transit,2014,42.00000,0.13200,0.593000,0.000000,657.2230000
Kepler-1110 b,1,1,Transit,2016,7.56000,0.02380,2.210000,0.000000,726.8280000
Kepler-1111 b,1,1,Transit,2016,4.66000,0.01470,3.200000,0.000000,841.5360000
Kepler-1112 b,1,1,Transit,2016,9.38000,0.02950,1.870000,0.000000,1671.2800000
Kepler-1113 b,1,1,Transit,2016,8.30000,0.02610,2.060000,0.000000,1073.8800000
Kepler-1114 b,1,1,Transit,2016,2.39000,0.00752,5.340000,0.000000,418.4170000
Kepler-1115 b,1,1,Transit,2016,3.53000,0.01110,3.950000,0.000000,983.2450000
Kepler-1116 b,1,1,Transit,2016,6.99000,0.02200,2.340000,0.000000,1008.5700000
Kepler-1117 b,1,1,Transit,2016,1.41000,0.00444,5.670000,0.000000,568.4870000
Kepler-1118 b,1,1,Transit,2016,7.95000,0.02500,2.120000,0.000000,888.3250000
Kepler-1119 b,1,1,Transit,2016,4.35000,0.01370,3.380000,0.000000,1757.2300000
Kepler-112 b,1,2,Transit,2014,6.17000,0.01940,2.580000,0.000000,513.2060000
Kepler-112 c,1,2,Transit,2014,6.35000,0.02000,2.520000,0.000000,513.2060000
Kepler-1120 b,1,1,Transit,2016,2.48000,0.00780,5.190000,0.000000,615.2310000
Kepler-1121 b,1,1,Transit,2016,4.31000,0.01360,3.400000,0.000000,482.0470000
Kepler-1122 b,1,1,Transit,2016,4.82000,0.01520,3.120000,0.000000,1230.4200000
Kepler-1123 b,1,1,Transit,2016,3.43000,0.01080,4.050000,0.000000,704.3230000
Kepler-1124 b,1,1,Transit,2016,2.18000,0.00687,5.710000,0.000000,289.8990000
Kepler-1125 b,1,1,Transit,2016,4.04000,0.01270,3.560000,0.000000,2011.4100000
Kepler-1126 b,1,1,Transit,2016,3.64000,0.01150,3.860000,0.000000,635.7360000
Kepler-1127 b,1,1,Transit,2016,4.50000,0.01420,3.280000,0.000000,842.4590000
Kepler-1128 b,1,1,Transit,2016,12.90000,0.04070,1.460000,0.000000,1083.4100000
Kepler-1129 b,1,2,Transit,2016,9.06000,0.02850,1.920000,0.000000,1183.8800000
Kepler-1129 c,1,2,Transit,2016,7.90000,0.02490,2.130000,0.000000,1183.8800000
Kepler-113 b,1,2,Transit,2014,11.70000,0.03700,10.730000,0.000000,262.3510000
Kepler-113 c,1,2,Transit,2014,8.70000,0.02737,,0.000000,262.3510000
Kepler-1131 b,1,1,Transit,2016,3.15000,0.00993,4.310000,0.000000,1030.7000000
Kepler-1132 b,1,1,Transit,2016,6.12000,0.01930,2.590000,0.000000,867.9310000
Kepler-1133 b,1,1,Transit,2016,4.54000,0.01430,3.260000,0.000000,753.1350000
Kepler-1134 b,1,1,Transit,2016,7.46000,0.02350,2.230000,0.000000,944.4450000
Kepler-1135 b,1,1,Transit,2016,4.08000,0.01280,3.540000,0.000000,1314.6400000
Kepler-1136 b,1,1,Transit,2016,3.33000,0.01050,4.150000,0.000000,491.4060000
Kepler-1137 b,1,1,Transit,2016,5.48000,0.01720,2.830000,0.000000,921.7780000
Kepler-1138 b,1,1,Transit,2016,3.53000,0.01110,3.950000,0.000000,872.3280000
Kepler-1139 b,1,1,Transit,2016,1.81000,0.00570,5.900000,0.000000,495.1560000
Kepler-114 b,1,3,Transit,2014,6.80000,0.02100,18.700000,0.000000,259.5330000
Kepler-114 c,1,3,Transit,2013,2.80000,0.00900,3.760000,0.000000,259.5330000
Kepler-114 d,1,3,Transit,2013,3.90000,0.01200,1.320000,0.000000,259.5330000
Kepler-1140 b,1,1,Transit,2016,8.10000,0.02550,2.090000,0.000000,656.4800000
Kepler-1141 b,1,1,Transit,2016,0.47700,0.00150,4.750000,0.000000,393.6420000
Kepler-1142 b,1,1,Transit,2016,2.76000,0.00869,4.770000,0.000000,1273.5100000
Kepler-1143 b,1,2,Transit,2016,3.43000,0.01080,4.050000,0.000000,555.1890000
Kepler-1143 c,1,2,Transit,2016,12.60000,0.03980,1.480000,0.000000,555.1890000
Kepler-1144 b,1,1,Transit,2016,4.62000,0.01450,3.220000,0.000000,1140.5700000
Kepler-1145 b,1,1,Transit,2016,2.54000,0.00800,5.090000,0.000000,691.9610000
Kepler-1146 b,1,1,Transit,2016,2.04000,0.00642,6.020000,0.000000,703.0380000
Kepler-1147 b,1,1,Transit,2016,7.32000,0.02300,2.260000,0.000000,1657.3600000
Kepler-1148 b,1,1,Transit,2016,3.50000,0.01100,3.980000,0.000000,625.6920000
Kepler-1149 b,1,1,Transit,2016,2.67000,0.00839,4.910000,0.000000,1217.7300000
Kepler-115 b,1,2,Transit,2014,1.32000,0.00416,5.600000,0.000000,623.6090000
Kepler-115 c,1,2,Transit,2014,7.27000,0.02290,2.270000,0.000000,623.6090000
Kepler-1151 b,1,1,Transit,2016,5.56000,0.01750,2.790000,0.000000,682.4360000
Kepler-1152 b,1,1,Transit,2016,0.59000,0.00186,4.920000,0.000000,215.2330000
Kepler-1153 b,1,1,Transit,2016,3.64000,0.01150,3.860000,0.000000,1119.4900000
Kepler-1154 b,1,2,Transit,2016,6.08000,0.01910,2.610000,0.000000,1460.1000000
Kepler-1154 c,1,2,Transit,2016,6.17000,0.01940,2.580000,0.000000,1460.1000000
Kepler-1155 b,1,1,Transit,2016,4.78000,0.01500,3.140000,0.000000,1128.7200000
Kepler-1156 b,1,1,Transit,2016,2.30000,0.00724,5.500000,0.000000,691.3310000
Kepler-1157 b,1,1,Transit,2016,1.32000,0.00416,5.600000,0.000000,342.1440000
Kepler-1158 b,1,1,Transit,2016,6.08000,0.01910,2.610000,0.000000,1484.2500000
Kepler-1159 b,1,1,Transit,2016,6.21000,0.01950,2.560000,0.000000,1213.7100000
Kepler-116 b,1,2,Transit,2014,11.60000,0.03640,1.590000,0.000000,955.1680000
Kepler-116 c,1,2,Transit,2014,5.90000,0.01860,2.660000,0.000000,955.1680000
Kepler-1160 b,1,1,Transit,2016,5.22000,0.01640,2.930000,0.000000,1077.6300000
Kepler-1161 b,1,1,Transit,2016,5.18000,0.01630,2.950000,0.000000,547.7260000
Kepler-1162 b,1,1,Transit,2016,5.52000,0.01740,2.810000,0.000000,940.2110000
Kepler-1163 b,1,1,Transit,2016,1.08000,0.00340,5.430000,0.000000,478.6470000
Kepler-1164 b,1,1,Transit,2016,1.46000,0.00459,5.710000,0.000000,431.6220000
Kepler-1165 b,1,1,Transit,2016,3.02000,0.00951,4.460000,0.000000,1575.2000000
Kepler-1166 b,1,1,Transit,2016,3.50000,0.01100,3.980000,0.000000,634.9060000
Kepler-1167 b,1,1,Transit,2016,3.57000,0.01120,3.920000,0.000000,820.9050000
Kepler-1168 b,1,1,Transit,2016,6.80000,0.02140,2.390000,0.000000,752.6660000
Kepler-1169 b,1,1,Transit,2016,0.77900,0.00245,5.150000,0.000000,522.8230000
Kepler-117 b,1,2,Transit,2014,29.87500,0.09400,0.300000,0.049300,1455.5700000
Kepler-117 c,1,2,Transit,2014,584.78000,1.84000,1.740000,0.032300,1455.5700000
Kepler-1170 b,1,1,Transit,2016,6.39000,0.02010,2.510000,0.000000,1050.4500000
Kepler-1171 b,1,1,Transit,2016,7.08000,0.02230,2.320000,0.000000,573.0000000
Kepler-1172 b,1,1,Transit,2016,10.30000,0.03250,1.730000,0.000000,1306.5300000
Kepler-1173 b,1,1,Transit,2016,0.64000,0.00201,4.990000,0.000000,377.0600000
Kepler-1174 b,1,1,Transit,2016,3.15000,0.00993,4.310000,0.000000,1408.7500000
Kepler-1175 b,1,1,Transit,2016,9.22000,0.02900,1.900000,0.000000,1121.8900000
Kepler-1176 b,1,1,Transit,2016,6.57000,0.02070,2.450000,0.000000,864.6990000
Kepler-1177 b,1,1,Transit,2016,4.27000,0.01340,3.420000,0.000000,1299.9700000
Kepler-1178 b,1,1,Transit,2016,1.24000,0.00390,5.560000,0.000000,482.2870000
Kepler-1179 b,1,1,Transit,2016,2.30000,0.00724,5.500000,0.000000,415.2050000
Kepler-118 b,1,2,Transit,2014,4.50000,0.01420,3.280000,0.000000,574.2280000
Kepler-118 c,1,2,Transit,2014,45.70000,0.14400,0.554000,0.000000,574.2280000
Kepler-1180 b,1,1,Transit,2016,4.62000,0.01450,3.220000,0.000000,1596.8000000
Kepler-1181 b,1,1,Transit,2016,3.09000,0.00972,4.390000,0.000000,938.4170000
Kepler-1182 b,1,1,Transit,2016,6.39000,0.02010,2.510000,0.000000,1545.3900000
Kepler-1183 b,1,1,Transit,2016,8.35000,0.02630,2.050000,0.000000,1919.1900000
Kepler-1184 b,1,1,Transit,2016,7.65000,0.02410,2.180000,0.000000,1157.8400000
Kepler-1185 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,459.2730000
Kepler-1186 b,1,1,Transit,2016,5.60000,0.01760,2.770000,0.000000,1337.2500000
Kepler-1187 b,1,1,Transit,2016,7.32000,0.02300,2.260000,0.000000,1020.5300000
Kepler-1188 b,1,1,Transit,2016,4.98000,0.01570,3.040000,0.000000,1717.4800000
Kepler-1189 b,1,1,Transit,2016,3.78000,0.01190,3.750000,0.000000,782.8520000
Kepler-119 b,1,2,Transit,2014,12.60000,0.03980,1.480000,0.000000,701.9960000
Kepler-119 c,1,2,Transit,2014,0.72100,0.00227,5.090000,0.000000,701.9960000
Kepler-1190 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,342.5090000
Kepler-1191 b,1,1,Transit,2016,2.89000,0.00909,4.610000,0.000000,955.5360000
Kepler-1192 b,1,1,Transit,2016,6.17000,0.01940,2.580000,0.000000,1304.1900000
Kepler-1193 b,1,1,Transit,2016,2.30000,0.00724,5.500000,0.000000,802.1160000
Kepler-1194 b,1,1,Transit,2016,2.89000,0.00909,4.610000,0.000000,757.3820000
Kepler-1195 b,1,1,Transit,2016,4.98000,0.01570,3.040000,0.000000,918.5660000
Kepler-1196 b,1,1,Transit,2016,5.60000,0.01760,2.770000,0.000000,922.3330000
Kepler-1197 b,1,1,Transit,2016,2.10000,0.00660,5.910000,0.000000,486.9400000
Kepler-1198 b,1,1,Transit,2016,2.76000,0.00869,4.770000,0.000000,743.0300000
Kepler-1199 b,1,1,Transit,2016,1.60000,0.00505,5.780000,0.000000,563.4930000
Kepler-12 b,1,1,Transit,2011,137.30256,0.43200,0.110000,0.000000,881.3860000
Kepler-120 b,1,2,Transit,2014,8.50000,0.02700,4.700000,0.000000,388.6300000
Kepler-120 c,1,2,Transit,2014,2.96000,0.00930,4.540000,0.000000,388.6300000
Kepler-1200 b,1,1,Transit,2016,1.20000,0.00377,5.540000,0.000000,588.7150000
Kepler-1201 b,1,1,Transit,2016,5.86000,0.01840,2.680000,0.000000,944.2410000
Kepler-1202 b,1,1,Transit,2016,8.96000,0.02820,1.940000,0.000000,1175.3800000
Kepler-1203 b,1,1,Transit,2016,1.20000,0.00377,5.540000,0.000000,317.0220000
Kepler-1204 b,1,1,Transit,2016,9.53000,0.03000,1.850000,0.000000,1175.2200000
Kepler-1205 b,1,1,Transit,2016,2.57000,0.00809,5.040000,0.000000,698.4850000
Kepler-1206 b,1,1,Transit,2016,3.33000,0.01050,4.150000,0.000000,762.0190000
Kepler-1207 b,1,1,Transit,2016,3.26000,0.01020,4.210000,0.000000,1754.1900000
Kepler-1208 b,1,1,Transit,2016,5.99000,0.01890,2.640000,0.000000,825.1760000
Kepler-1209 b,1,1,Transit,2016,2.89000,0.00909,4.610000,0.000000,505.5310000
Kepler-121 b,1,2,Transit,2014,6.08000,0.01910,2.610000,0.000000,510.5230000
Kepler-121 c,1,2,Transit,2014,5.77000,0.01820,2.710000,0.000000,510.5230000
Kepler-1210 b,1,1,Transit,2016,3.53000,0.01110,3.950000,0.000000,1176.5300000
Kepler-1211 b,1,1,Transit,2016,7.04000,0.02210,2.330000,0.000000,1826.5300000
Kepler-1212 b,1,1,Transit,2016,5.22000,0.01640,2.930000,0.000000,1316.5700000
Kepler-1213 b,1,1,Transit,2016,1.81000,0.00570,5.900000,0.000000,807.8120000
Kepler-1214 b,1,1,Transit,2016,6.17000,0.01940,2.580000,0.000000,729.2270000
Kepler-1215 b,1,1,Transit,2016,1.98000,0.00624,5.990000,0.000000,661.0220000
Kepler-1216 b,1,1,Transit,2016,2.51000,0.00790,5.140000,0.000000,1258.3600000
Kepler-1217 b,1,1,Transit,2016,4.62000,0.01450,3.220000,0.000000,1347.7100000
Kepler-1218 b,1,1,Transit,2016,2.67000,0.00839,4.910000,0.000000,840.5030000
Kepler-1219 b,1,1,Transit,2016,5.14000,0.01620,2.960000,0.000000,880.8950000
Kepler-122 b,1,5,Transit,2014,6.08000,0.01910,2.610000,0.000000,1027.4500000
Kepler-122 c,1,5,Transit,2014,29.00000,0.09120,0.788000,0.000000,1027.4500000
Kepler-122 d,1,5,Transit,2014,5.48000,0.01720,2.830000,0.000000,1027.4500000
Kepler-122 e,1,5,Transit,2014,27.70000,0.08700,8.660000,0.000000,1027.4500000
Kepler-122 f,1,5,Transit Timing Variations,2014,36.00000,0.11300,36.900000,0.000000,1027.4500000
Kepler-1220 b,1,1,Transit,2016,2.92000,0.00920,4.570000,0.000000,961.9070000
Kepler-1221 b,1,1,Transit,2016,4.19000,0.01320,3.470000,0.000000,913.6500000
Kepler-1222 b,1,1,Transit,2016,0.41800,0.00131,4.660000,0.000000,415.2180000
Kepler-1223 b,1,1,Transit,2016,1.98000,0.00624,5.990000,0.000000,459.9570000
Kepler-1224 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,559.5980000
Kepler-1225 b,1,1,Transit,2016,3.97000,0.01250,3.620000,0.000000,1347.5200000
Kepler-1226 b,1,1,Transit,2016,2.70000,0.00849,4.870000,0.000000,1125.7200000
Kepler-1227 b,1,1,Transit,2016,5.86000,0.01840,2.680000,0.000000,623.7060000
Kepler-1228 b,1,1,Transit,2016,2.99000,0.00940,4.500000,0.000000,515.4530000
Kepler-1229 b,1,1,Transit,2016,2.54000,0.00800,5.090000,0.000000,265.4820000
Kepler-123 b,1,2,Transit,2014,55.30000,0.17400,12.000000,0.000000,1021.6600000
Kepler-123 c,1,2,Transit,2014,2.79000,0.00879,4.730000,0.000000,1021.6600000
Kepler-1230 b,1,1,Transit,2016,7.80000,0.02450,2.150000,0.000000,1364.2200000
Kepler-1231 b,1,1,Transit,2016,2.60000,0.00819,4.990000,0.000000,987.2370000
Kepler-1232 b,1,1,Transit,2016,4.38000,0.01380,3.350000,0.000000,632.8650000
Kepler-1233 b,1,1,Transit,2016,7.27000,0.02290,2.270000,0.000000,1178.7000000
Kepler-1234 b,1,1,Transit,2016,8.30000,0.02610,2.060000,0.000000,916.7490000
Kepler-1235 b,1,1,Transit,2016,0.41800,0.00131,4.660000,0.000000,540.6040000
Kepler-1236 b,1,1,Transit,2016,5.22000,0.01640,2.930000,0.000000,999.6400000
Kepler-1237 b,1,1,Transit,2016,8.55000,0.02690,2.010000,0.000000,1064.3100000
Kepler-1238 b,1,1,Transit,2016,4.38000,0.01380,3.350000,0.000000,1632.1300000
Kepler-1239 b,1,1,Transit,2016,8.75000,0.02750,1.970000,0.000000,2140.6000000
Kepler-124 b,1,3,Transit,2014,0.31500,0.00099,4.450000,0.000000,420.0460000
Kepler-124 c,1,3,Transit,2014,3.71000,0.01170,3.800000,0.000000,420.0460000
Kepler-124 d,1,3,Transit,2014,1.41000,0.00444,5.670000,0.000000,420.0460000
Kepler-1240 b,1,1,Transit,2016,1.60000,0.00505,5.780000,0.000000,862.1860000
Kepler-1241 b,1,1,Transit,2016,7.41000,0.02330,2.240000,0.000000,968.7220000
Kepler-1242 b,1,1,Transit,2016,5.73000,0.01800,2.730000,0.000000,687.6150000
Kepler-1243 b,1,1,Transit,2016,3.71000,0.01170,3.800000,0.000000,758.1700000
Kepler-1244 b,1,1,Transit,2016,2.39000,0.00752,5.340000,0.000000,1075.8100000
Kepler-1245 b,1,2,Transit,2016,2.67000,0.00839,4.910000,0.000000,805.9360000
Kepler-1245 c,1,2,Transit,2016,2.67000,0.00839,4.910000,0.000000,805.9360000
Kepler-1246 b,1,1,Transit,2016,2.42000,0.00761,5.290000,0.000000,436.5050000
Kepler-1247 b,1,1,Transit,2016,6.04000,0.01900,2.620000,0.000000,1045.9200000
Kepler-1248 b,1,1,Transit,2016,1.76000,0.00553,5.890000,0.000000,593.0260000
Kepler-1249 b,1,1,Transit,2016,6.26000,0.01970,2.550000,0.000000,1904.5400000
Kepler-125 b,1,2,Transit,2014,6.21000,0.01950,2.560000,0.000000,183.3650000
Kepler-125 c,1,2,Transit,2014,0.33000,0.00104,4.470000,0.000000,183.3650000
Kepler-1250 b,1,1,Transit,2016,4.35000,0.01370,3.380000,0.000000,2126.8500000
Kepler-1251 b,1,1,Transit,2016,4.04000,0.01270,3.560000,0.000000,902.2040000
Kepler-1252 b,1,1,Transit,2016,3.43000,0.01080,4.050000,0.000000,648.9790000
Kepler-1253 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,514.5240000
Kepler-1254 b,1,3,Transit,2016,3.02000,0.00951,4.460000,0.000000,622.8180000
Kepler-1254 c,1,3,Transit,2016,2.24000,0.00705,5.600000,0.000000,622.8180000
Kepler-1254 d,1,3,Transit,2016,2.27000,0.00714,5.550000,0.000000,622.8180000
Kepler-1255 b,1,1,Transit,2016,5.99000,0.01890,2.640000,0.000000,1617.0700000
Kepler-1256 b,1,1,Transit,2016,2.83000,0.00889,4.700000,0.000000,891.1920000
Kepler-1257 b,1,1,Transit,2016,2.92000,0.00920,4.570000,0.000000,1105.9500000
Kepler-1258 b,1,1,Transit,2016,0.56600,0.00178,4.890000,0.000000,717.5550000
Kepler-1259 b,1,1,Transit,2016,2.63000,0.00829,4.940000,0.000000,805.5620000
Kepler-126 b,1,3,Transit,2014,2.92000,0.00920,4.570000,0.070000,237.4010000
Kepler-126 c,1,3,Transit,2014,3.12000,0.00982,4.350000,0.190000,237.4010000
Kepler-126 d,1,3,Transit,2014,6.80000,0.02140,2.390000,0.020000,237.4010000
Kepler-1260 b,1,1,Transit,2016,3.78000,0.01190,3.750000,0.000000,1734.4300000
Kepler-1261 b,1,1,Transit,2016,5.73000,0.01800,2.730000,0.000000,744.2940000
Kepler-1262 b,1,1,Transit,2016,3.97000,0.01250,3.620000,0.000000,1054.8700000
Kepler-1263 b,1,1,Transit,2016,1.55000,0.00489,5.750000,0.000000,664.8300000
Kepler-1264 b,1,1,Transit,2016,1.76000,0.00553,5.890000,0.000000,801.9930000
Kepler-1265 b,1,1,Transit,2016,2.39000,0.00752,5.340000,0.000000,583.6410000
Kepler-1266 b,1,1,Transit,2016,7.18000,0.02260,2.300000,0.000000,849.3120000
Kepler-1267 b,1,1,Transit,2016,9.32000,0.02930,1.880000,0.000000,1379.4300000
Kepler-1268 b,1,1,Transit,2016,4.78000,0.01500,3.140000,0.000000,1840.7700000
Kepler-1269 b,1,1,Transit,2016,3.29000,0.01040,4.170000,0.000000,1097.2300000
Kepler-127 b,1,3,Transit,2014,2.54000,0.00800,5.090000,0.470000,352.7940000
Kepler-127 c,1,3,Transit,2014,7.56000,0.02380,2.210000,0.030000,352.7940000
Kepler-127 d,1,3,Transit,2014,7.46000,0.02350,2.230000,0.030000,352.7940000
Kepler-1270 b,1,1,Transit,2016,11.00000,0.03460,1.650000,0.000000,1095.0500000
Kepler-1271 b,1,1,Transit,2016,2.79000,0.00879,4.730000,0.000000,831.9910000
Kepler-1272 b,1,1,Transit,2016,6.21000,0.01950,2.560000,0.000000,1206.3700000
Kepler-1273 b,1,1,Transit,2016,6.76000,0.02130,2.410000,0.000000,1114.2400000
Kepler-1274 b,1,1,Transit,2016,2.60000,0.00819,4.990000,0.000000,614.6480000
Kepler-1275 b,1,1,Transit,2016,2.79000,0.00879,4.730000,0.000000,1153.9800000
Kepler-1276 b,1,1,Transit,2016,1.81000,0.00570,5.900000,0.000000,538.4810000
Kepler-1277 b,1,1,Transit,2016,3.19000,0.01000,4.280000,0.000000,557.1930000
Kepler-1278 b,1,1,Transit,2016,1.01000,0.00317,5.390000,0.000000,889.4260000
Kepler-1279 b,1,1,Transit,2016,3.71000,0.01170,3.800000,0.000000,1494.2200000
Kepler-128 b,1,2,Transit,2013,0.77000,0.00242,1.460000,0.000000,396.3790000
Kepler-128 c,1,2,Transit,2013,0.90000,0.00283,2.070000,0.000000,396.3790000
Kepler-1280 b,1,1,Transit,2016,4.16000,0.01310,3.500000,0.000000,1486.7000000
Kepler-1281 b,1,1,Transit,2016,3.33000,0.01050,4.150000,0.000000,1090.0000000
Kepler-1282 b,1,1,Transit,2016,3.02000,0.00951,4.460000,0.000000,1103.2900000
Kepler-1283 b,1,1,Transit,2016,4.31000,0.01360,3.400000,0.000000,2921.9900000
Kepler-1284 b,1,1,Transit,2016,1.92000,0.00606,5.960000,0.000000,882.3240000
Kepler-1285 b,1,1,Transit,2016,0.87100,0.00274,5.240000,0.000000,422.2690000
Kepler-1286 b,1,1,Transit,2016,5.27000,0.01660,2.910000,0.000000,1354.4600000
Kepler-1287 b,1,1,Transit,2016,2.99000,0.00940,4.500000,0.000000,1003.2600000
Kepler-1288 b,1,1,Transit,2016,1.46000,0.00459,5.710000,0.000000,814.0780000
Kepler-1289 b,1,1,Transit,2016,2.92000,0.00920,4.570000,0.000000,1053.5700000
Kepler-129 b,1,2,Transit,2014,6.21000,0.01950,2.560000,0.010000,408.8450000
Kepler-129 c,1,2,Transit,2014,7.04000,0.02210,2.330000,0.200000,408.8450000
Kepler-1290 b,1,1,Transit,2016,2.60000,0.00819,4.990000,0.000000,1593.7000000
Kepler-1291 b,1,1,Transit,2016,3.39000,0.01070,4.070000,0.000000,897.3520000
Kepler-1292 b,1,1,Transit,2016,3.97000,0.01250,3.620000,0.000000,1493.4300000
Kepler-1293 b,1,1,Transit,2016,0.87100,0.00274,5.240000,0.000000,1028.1600000
Kepler-1294 b,1,1,Transit,2016,10.30000,0.03240,1.740000,0.000000,1855.7000000
Kepler-1295 b,1,1,Transit,2016,3.02000,0.00951,4.460000,0.000000,1174.4600000
Kepler-1296 b,1,1,Transit,2016,0.69300,0.00218,5.050000,0.000000,1551.5400000
Kepler-1297 b,1,1,Transit,2016,0.87100,0.00274,5.240000,0.000000,1439.4700000
Kepler-1298 b,1,1,Transit,2016,2.27000,0.00714,5.550000,0.000000,544.1630000
Kepler-1299 b,1,1,Transit,2016,9.17000,0.02880,1.900000,0.000000,1404.9400000
Kepler-1300 b,1,1,Transit,2016,2.45000,0.00771,5.240000,0.000000,777.0250000
Kepler-1301 b,1,1,Transit,2016,2.54000,0.00800,5.090000,0.000000,854.2800000
Kepler-1302 b,1,1,Transit,2016,2.63000,0.00829,4.940000,0.000000,634.5800000
Kepler-1303 b,1,1,Transit,2016,2.60000,0.00819,4.990000,0.000000,897.7830000
Kepler-1304 b,1,1,Transit,2016,5.86000,0.01840,2.680000,0.000000,2176.0800000
Kepler-1305 b,1,1,Transit,2016,4.19000,0.01320,3.470000,0.000000,1575.2300000
Kepler-1306 b,1,1,Transit,2016,4.31000,0.01360,3.400000,0.000000,1107.5000000
Kepler-1307 b,1,1,Transit,2016,6.66000,0.02100,2.430000,0.000000,1014.6200000
Kepler-1308 b,1,1,Transit,2016,0.09330,0.00029,3.650000,0.000000,112.7050000
Kepler-1309 b,1,1,Transit,2016,6.21000,0.01950,2.560000,0.000000,845.0000000
Kepler-131 b,1,2,Transit,2014,16.13000,0.05100,6.000000,0.000000,228.6780000
Kepler-131 c,1,2,Transit,2014,8.25000,0.02600,77.700000,0.000000,228.6780000
Kepler-1310 b,1,1,Transit,2016,2.67000,0.00839,4.910000,0.000000,569.1850000
Kepler-1311 b,1,2,Transit,2016,2.07000,0.00651,5.970000,0.000000,866.3310000
Kepler-1311 c,1,2,Transit,2016,1.98000,0.00624,5.990000,0.000000,866.3310000
Kepler-1312 b,1,1,Transit,2016,5.06000,0.01590,3.000000,0.000000,299.1040000
Kepler-1313 b,1,1,Transit,2016,3.75000,0.01180,3.780000,0.000000,174.2340000
Kepler-1314 b,1,1,Transit,2016,22.90000,0.07200,0.943000,0.000000,141.9868506
Kepler-1315 b,1,1,Transit,2016,2.48000,0.00780,5.190000,0.000000,480.8690000
Kepler-1316 b,1,1,Transit,2016,12.30000,0.03860,1.520000,0.000000,800.8710000
Kepler-1317 b,1,1,Transit,2016,3.05000,0.00961,4.410000,0.000000,728.3030000
Kepler-1318 b,1,1,Transit,2016,9.85000,0.03100,1.800000,0.000000,475.2480000
Kepler-1320 b,1,1,Transit,2016,3.53000,0.01110,3.950000,0.000000,647.4240000
Kepler-1321 b,1,2,Transit,2016,21.50000,0.06760,0.992000,0.000000,769.1460000
