pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,sy_dist
Kepler-1413 b,1,1,Transit,2016,3.97000,0.01250,3.620000,0.000000,1167.4900000
Kepler-1414 b,1,1,Transit,2016,2.04000,0.00642,6.020000,0.000000,570.8350000
Kepler-1415 b,1,1,Transit,2016,2.21000,0.00696,5.660000,0.000000,1043.5600000
Kepler-1416 b,1,1,Transit,2016,0.61500,0.00193,4.960000,0.000000,949.5900000
Kepler-1417 b,1,1,Transit,2016,0.97200,0.00306,5.340000,0.000000,991.8450000
Kepler-1418 b,1,1,Transit,2016,3.39000,0.01070,4.070000,0.000000,499.0000000
Kepler-1419 b,1,1,Transit,2016,8.55000,0.02690,2.010000,0.000000,1498.5800000
Kepler-142 b,1,3,Transit,2014,4.62000,0.01450,3.220000,0.000000,548.6860000
Kepler-142 c,1,3,Transit,2014,8.55000,0.02690,2.010000,0.000000,548.6860000
Kepler-142 d,1,3,Transit,2014,5.31000,0.01670,2.900000,0.000000,548.6860000
Kepler-1420 b,1,1,Transit,2016,2.18000,0.00687,5.710000,0.000000,1054.3700000
Kepler-1421 b,1,1,Transit,2016,0.74900,0.00236,5.120000,0.000000,783.4010000
Kepler-1422 b,1,1,Transit,2016,4.74000,0.01490,3.160000,0.000000,2465.8400000
Kepler-1423 b,1,1,Transit,2016,1.20000,0.00377,5.540000,0.000000,449.0000000
Kepler-1424 b,1,1,Transit,2016,1.65000,0.00521,5.810000,0.000000,661.4210000
Kepler-1425 b,1,1,Transit,2016,0.77900,0.00245,5.150000,0.000000,863.8730000
Kepler-1426 b,1,1,Transit,2016,3.05000,0.00961,4.410000,0.000000,1697.8100000
Kepler-1427 b,1,1,Transit,2016,1.37000,0.00430,5.660000,0.000000,1220.0000000
Kepler-1428 b,1,1,Transit,2016,3.33000,0.01050,4.150000,0.000000,1530.3200000
Kepler-1429 b,1,1,Transit,2016,2.21000,0.00696,5.660000,0.000000,1214.0900000
Kepler-143 b,1,2,Transit,2014,6.39000,0.02010,2.510000,0.000000,809.4670000
Kepler-143 c,1,2,Transit,2014,11.30000,0.03550,1.620000,0.000000,809.4670000
Kepler-1430 b,1,1,Transit,2016,1.76000,0.00553,5.890000,0.000000,875.5230000
Kepler-1431 b,1,1,Transit,2016,2.76000,0.00869,4.770000,0.000000,1623.2400000
Kepler-1432 b,1,1,Transit,2016,5.56000,0.01750,2.790000,0.000000,2171.8700000
Kepler-1433 b,1,1,Transit,2016,3.05000,0.00961,4.410000,0.000000,1328.0000000
Kepler-1434 b,1,1,Transit,2016,1.41000,0.00444,5.670000,0.000000,775.5290000
Kepler-1435 b,1,1,Transit,2016,0.56600,0.00178,4.890000,0.000000,704.2110000
Kepler-1436 b,1,1,Transit,2016,2.27000,0.00714,5.550000,0.000000,2530.6200000
Kepler-1437 b,1,1,Transit,2016,2.45000,0.00771,5.240000,0.000000,2101.6900000
Kepler-1438 b,1,1,Transit,2016,0.77900,0.00245,5.150000,0.000000,1154.1300000
Kepler-1439 b,1,1,Transit,2016,2.73000,0.00859,4.820000,0.000000,225.3930000
Kepler-144 b,1,2,Transit,2014,2.33000,0.00733,5.440000,0.000000,384.9170000
Kepler-144 c,1,2,Transit,2014,2.39000,0.00752,5.340000,0.000000,384.9170000
Kepler-1440 b,1,1,Transit,2016,2.13000,0.00669,5.850000,0.000000,1115.3500000
Kepler-1441 b,1,1,Transit,2016,2.27000,0.00714,5.550000,0.000000,1110.4800000
Kepler-1442 b,1,1,Transit,2016,14.70000,0.04610,1.330000,0.000000,608.6800000
Kepler-1443 b,1,1,Transit,2016,0.87100,0.00274,5.240000,0.000000,593.6460000
Kepler-1444 b,1,1,Transit,2016,5.39000,0.01700,2.860000,0.000000,319.6750000
Kepler-1445 b,1,1,Transit,2016,0.84000,0.00264,5.220000,0.000000,506.3570000
Kepler-1446 b,1,1,Transit,2016,0.47700,0.00150,4.750000,0.000000,152.0750000
Kepler-1447 b,1,1,Transit,2016,8.75000,0.02750,1.970000,0.000000,890.2960000
Kepler-1448 b,1,1,Transit,2016,3.22000,0.01010,4.240000,0.000000,768.9030000
Kepler-1449 b,1,1,Transit,2016,3.46000,0.01090,4.010000,0.000000,2006.4800000
Kepler-145 b,1,2,Transit,2013,37.10000,0.11700,11.000000,0.430000,566.8500000
Kepler-145 c,1,2,Transit,2013,79.40000,0.25000,5.410000,0.110000,566.8500000
Kepler-1450 b,1,1,Transit,2016,3.57000,0.01120,3.920000,0.000000,505.8290000
Kepler-1451 b,1,1,Transit,2016,11.20000,0.03520,1.640000,0.000000,1058.7200000
Kepler-1452 b,1,1,Transit,2016,7.75000,0.02440,2.160000,0.000000,996.3200000
Kepler-1453 b,1,1,Transit,2016,7.61000,0.02390,2.200000,0.000000,1196.0400000
Kepler-1454 b,1,1,Transit,2016,4.19000,0.01320,3.470000,0.000000,780.5660000
Kepler-1455 b,1,1,Transit,2016,5.31000,0.01670,2.900000,0.000000,357.6210000
Kepler-1456 b,1,1,Transit,2016,1.55000,0.00489,5.750000,0.000000,370.3120000
Kepler-1457 b,1,1,Transit,2016,4.62000,0.01450,3.220000,0.000000,889.8850000
Kepler-1458 b,1,1,Transit,2016,8.05000,0.02530,2.100000,0.000000,544.4500000
Kepler-1459 b,1,1,Transit,2016,2.42000,0.00761,5.290000,0.000000,455.4790000
Kepler-146 b,1,2,Transit,2014,13.30000,0.04180,1.430000,0.000000,716.7970000
Kepler-146 c,1,2,Transit,2014,9.96000,0.03130,1.780000,0.000000,716.7970000
Kepler-1460 b,1,1,Transit,2016,4.50000,0.01420,3.280000,0.000000,553.2180000
Kepler-1461 b,1,1,Transit,2016,4.78000,0.01500,3.140000,0.000000,679.1060000
Kepler-1462 b,1,1,Transit,2016,14.00000,0.04400,1.380000,0.000000,1017.8200000
Kepler-1463 b,1,1,Transit,2016,4.12000,0.01300,3.520000,0.000000,1687.4700000
Kepler-1464 b,1,2,Transit,2016,3.39000,0.01070,4.070000,0.000000,1151.7300000
Kepler-1464 c,1,2,Transit,2016,0.97200,0.00306,5.340000,0.000000,1151.7300000
Kepler-1465 b,1,1,Transit,2016,3.78000,0.01190,3.750000,0.000000,359.4970000
Kepler-1466 b,1,1,Transit,2016,3.02000,0.00951,4.460000,0.000000,631.9490000
Kepler-1467 b,1,1,Transit,2016,10.90000,0.03430,1.670000,0.000000,852.8880000
Kepler-1468 b,1,2,Transit,2016,3.64000,0.01150,3.860000,0.000000,1899.2400000
Kepler-1468 c,1,2,Transit,2016,1.60000,0.00505,5.780000,0.000000,1899.2400000
Kepler-1469 b,1,1,Transit,2016,8.25000,0.02590,2.070000,0.000000,1159.3000000
Kepler-147 b,1,2,Transit,2014,2.96000,0.00930,4.540000,0.000000,1042.0200000
Kepler-147 c,1,2,Transit,2014,6.48000,0.02040,2.480000,0.000000,1042.0200000
Kepler-1470 b,1,1,Transit,2016,1.24000,0.00390,5.560000,0.000000,590.6010000
Kepler-1471 b,1,1,Transit,2016,2.57000,0.00809,5.040000,0.000000,978.6780000
Kepler-1472 b,1,1,Transit,2016,4.27000,0.01340,3.420000,0.000000,1479.1400000
Kepler-1473 b,1,1,Transit,2016,1.81000,0.00570,5.900000,0.000000,652.2530000
Kepler-1474 b,1,1,Transit,2016,5.31000,0.01670,2.900000,0.000000,1180.9000000
Kepler-1475 b,1,1,Transit,2016,8.85000,0.02790,1.950000,0.000000,1568.3800000
Kepler-1476 b,1,1,Transit,2016,3.43000,0.01080,4.050000,0.000000,1002.7400000
Kepler-1477 b,1,1,Transit,2016,1.76000,0.00553,5.890000,0.000000,680.8280000
Kepler-1478 b,1,1,Transit,2016,3.64000,0.01150,3.860000,0.000000,1845.5800000
Kepler-1479 b,1,1,Transit,2016,4.01000,0.01260,3.600000,0.000000,728.6680000
Kepler-148 b,1,3,Transit,2014,3.89000,0.01230,3.670000,0.000000,791.1630000
Kepler-148 c,1,3,Transit,2014,12.60000,0.03980,1.480000,0.000000,791.1630000
Kepler-148 d,1,3,Transit,2016,56.30000,0.17700,0.473000,0.000000,791.1630000
Kepler-1481 b,1,1,Transit,2016,2.04000,0.00642,6.020000,0.000000,459.0760000
Kepler-1482 b,1,1,Transit,2016,1.01000,0.00317,5.390000,0.000000,567.5560000
Kepler-1483 b,1,1,Transit,2016,2.92000,0.00920,4.570000,0.000000,1273.7800000
Kepler-1484 b,1,1,Transit,2016,5.10000,0.01600,2.980000,0.000000,2879.8300000
Kepler-1485 b,1,1,Transit,2016,2.76000,0.00869,4.770000,0.000000,615.6600000
Kepler-1486 b,1,1,Transit,2016,5.99000,0.01890,2.640000,0.000000,1769.1400000
Kepler-1487 b,1,1,Transit,2016,5.18000,0.01630,2.950000,0.000000,1014.6200000
Kepler-1488 b,1,1,Transit,2016,4.12000,0.01300,3.520000,0.000000,905.8250000
Kepler-1489 b,1,1,Transit,2016,3.78000,0.01190,3.750000,0.000000,1283.0500000
Kepler-149 b,1,3,Transit,2014,16.50000,0.05190,1.220000,0.000000,571.0340000
Kepler-149 c,1,3,Transit,2014,3.22000,0.01010,4.240000,0.000000,571.0340000
Kepler-149 d,1,3,Transit,2014,14.90000,0.04670,1.320000,0.000000,571.0340000
Kepler-1490 b,1,1,Transit,2016,9.48000,0.02980,1.850000,0.000000,862.9200000
Kepler-1491 b,1,1,Transit,2016,2.89000,0.00909,4.610000,0.000000,2065.5900000
Kepler-1492 b,1,1,Transit,2016,2.83000,0.00889,4.700000,0.000000,331.5530000
Kepler-1493 b,1,1,Transit,2016,2.57000,0.00809,5.040000,0.000000,555.0510000
Kepler-1494 b,1,1,Transit,2016,9.64000,0.03030,1.830000,0.000000,1285.4800000
Kepler-1495 b,1,1,Transit,2016,8.96000,0.02820,1.940000,0.000000,1355.5400000
Kepler-1496 b,1,1,Transit,2016,5.56000,0.01750,2.790000,0.000000,1307.6600000
Kepler-1497 b,1,1,Transit,2016,3.39000,0.01070,4.070000,0.000000,1122.0000000
Kepler-1498 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,740.0000000
Kepler-1499 b,1,1,Transit,2016,1.81000,0.00570,5.900000,0.000000,309.8690000
Kepler-15 b,1,1,Transit,2011,209.76000,0.66000,0.930000,0.060000,739.4120000
Kepler-150 b,1,5,Transit,2014,2.10000,0.00660,5.910000,0.000000,891.0920000
Kepler-150 c,1,5,Transit,2014,13.20000,0.04150,1.440000,0.000000,891.0920000
Kepler-150 d,1,5,Transit,2014,8.20000,0.02580,2.070000,0.000000,891.0920000
Kepler-150 e,1,5,Transit,2014,9.91000,0.03120,1.790000,0.000000,891.0920000
Kepler-150 f,1,5,Transit,2017,12.90000,0.04050,1.470000,,891.0920000
Kepler-1500 b,1,1,Transit,2016,1.87000,0.00588,5.950000,0.000000,1217.8200000
Kepler-1501 b,1,1,Transit,2016,3.05000,0.00961,4.410000,0.000000,749.0600000
Kepler-1502 b,1,1,Transit,2016,10.20000,0.03220,1.740000,0.000000,1514.0200000
Kepler-1503 b,1,1,Transit,2016,5.77000,0.01820,2.710000,0.000000,1225.5700000
Kepler-1504 b,1,1,Transit,2016,5.18000,0.01630,2.950000,0.000000,2435.9400000
Kepler-1505 b,1,1,Transit,2016,0.74900,0.00236,5.120000,0.000000,495.1480000
Kepler-1506 b,1,1,Transit,2016,2.30000,0.00724,5.500000,0.000000,2366.0200000
Kepler-1507 b,1,1,Transit,2016,0.52000,0.00164,4.820000,0.000000,320.4780000
Kepler-1508 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,1260.2800000
Kepler-1509 b,1,1,Transit,2016,4.08000,0.01280,3.540000,0.000000,2002.9600000
Kepler-151 b,1,2,Transit,2014,9.59000,0.03020,1.840000,0.000000,649.9190000
Kepler-151 c,1,2,Transit,2014,5.02000,0.01580,3.020000,0.000000,649.9190000
Kepler-1510 b,1,1,Transit,2016,11.20000,0.03540,1.620000,0.000000,1696.2500000
Kepler-1511 b,1,1,Transit,2016,3.46000,0.01090,4.010000,0.000000,1475.6000000
Kepler-1512 b,1,1,Transit,2016,1.76000,0.00553,5.890000,0.000000,162.0000000
Kepler-1513 b,1,1,Transit,2016,53.90000,0.17000,0.489000,0.000000,349.2470000
Kepler-1514 b,1,2,Transit,2016,1678.14240,5.28000,4.820000,0.401000,397.2920000
Kepler-1514 c,1,2,Transit,2020,1.74000,0.00546,5.880000,0.320000,397.2920000
Kepler-1515 b,1,1,Transit,2016,66.20000,0.20800,0.418000,0.000000,539.3210000
Kepler-1516 b,1,1,Transit,2016,3.71000,0.01170,3.800000,0.000000,1358.9500000
Kepler-1517 b,1,1,Transit,2016,68.70000,0.21600,0.406000,0.000000,847.2990000
Kepler-1518 b,1,1,Transit,2016,9.53000,0.03000,1.850000,0.000000,903.5100000
Kepler-1519 b,1,1,Transit,2016,39.60000,0.12500,0.618000,0.000000,1441.6300000
Kepler-152 b,1,2,Transit,2014,8.20000,0.02580,2.070000,0.000000,441.0900000
Kepler-152 c,1,2,Transit,2014,6.30000,0.01980,2.540000,0.000000,441.0900000
Kepler-1520 b,1,1,Transit,2016,28.10000,0.08850,0.804000,0.000000,607.9170000
Kepler-1521 b,1,1,Transit,2016,6.80000,0.02140,2.390000,0.000000,206.9830000
Kepler-1522 b,1,1,Transit,2016,3.64000,0.01150,3.860000,0.000000,814.1250000
Kepler-1523 b,1,1,Transit,2016,3.12000,0.00982,4.350000,0.000000,865.5960000
Kepler-1524 b,1,1,Transit,2016,12.30000,0.03860,1.520000,0.000000,381.7730000
Kepler-1525 b,1,1,Transit,2016,0.69300,0.00218,5.050000,0.000000,382.9890000
Kepler-1526 b,1,1,Transit,2016,6.48000,0.02040,2.480000,0.000000,555.5740000
Kepler-1527 b,1,1,Transit,2016,20.40000,0.06410,1.030000,0.000000,1842.1300000
Kepler-1528 b,1,1,Transit,2016,2.73000,0.00859,4.820000,0.000000,817.5340000
Kepler-1529 b,1,1,Transit,2016,5.06000,0.01590,3.000000,0.000000,661.0140000
Kepler-153 b,1,2,Transit,2014,8.85000,0.02790,1.950000,0.000000,459.3680000
Kepler-153 c,1,2,Transit,2014,6.94000,0.02180,2.350000,0.000000,459.3680000
Kepler-1530 b,1,2,Transit,2016,3.33000,0.01050,4.150000,0.000000,489.8760000
Kepler-1530 c,1,2,Transit,2016,3.36000,0.01060,4.110000,0.000000,489.8760000
Kepler-1531 b,1,1,Transit,2016,1.41000,0.00444,5.670000,0.000000,666.3340000
Kepler-1532 b,1,1,Transit,2016,2.39000,0.00752,5.340000,0.000000,798.2460000
Kepler-1533 b,1,1,Transit,2016,11.80000,0.03720,1.570000,0.000000,966.8010000
Kepler-1534 b,1,1,Transit,2016,4.23000,0.01330,3.440000,0.000000,1107.0000000
Kepler-1535 b,1,1,Transit,2016,7.04000,0.02210,2.330000,0.000000,897.7330000
Kepler-1536 b,1,1,Transit,2016,10.00000,0.03150,1.770000,0.000000,387.2480000
Kepler-1537 b,1,1,Transit,2016,1.76000,0.00553,5.890000,0.000000,517.2920000
Kepler-1538 b,1,1,Transit,2016,8.35000,0.02630,2.050000,0.000000,1125.3000000
Kepler-1539 b,1,1,Transit,2016,7.75000,0.02440,2.160000,0.000000,748.3260000
Kepler-154 b,1,5,Transit,2014,5.73000,0.01800,2.730000,0.000000,915.2120000
Kepler-154 c,1,5,Transit,2014,9.01000,0.02830,1.930000,0.000000,915.2120000
Kepler-154 d,1,5,Transit,2016,14.10000,0.04440,1.370000,0.000000,915.2120000
Kepler-154 e,1,5,Transit,2016,2.86000,0.00899,4.660000,0.000000,915.2120000
Kepler-154 f,1,5,Transit,2016,2.86000,0.00899,4.660000,0.000000,915.2120000
Kepler-1541 b,1,1,Transit,2016,1.65000,0.00521,5.810000,0.000000,416.6920000
Kepler-1542 b,1,4,Transit,2016,0.36300,0.00114,4.540000,0.000000,399.1140000
Kepler-1542 c,1,4,Transit,2016,0.20800,0.00065,4.160000,0.000000,399.1140000
Kepler-1542 d,1,4,Transit,2016,0.59000,0.00186,4.920000,0.000000,399.1140000
Kepler-1542 e,1,4,Transit,2016,0.36300,0.00114,4.540000,0.000000,399.1140000
Kepler-1543 b,1,1,Transit,2016,7.80000,0.02450,2.150000,0.000000,921.7840000
Kepler-1544 b,1,1,Transit,2016,3.82000,0.01200,3.720000,0.000000,335.0900000
Kepler-1545 b,1,1,Transit,2016,7.75000,0.02440,2.160000,0.000000,729.9640000
Kepler-1546 b,1,1,Transit,2016,9.96000,0.03130,1.780000,0.000000,931.9560000
Kepler-1547 b,1,1,Transit,2016,0.66600,0.00210,5.020000,0.000000,674.6950000
Kepler-1548 b,1,1,Transit,2016,7.46000,0.02350,2.230000,0.000000,872.2790000
Kepler-1549 b,1,1,Transit,2016,7.13000,0.02240,2.310000,0.000000,803.0520000
Kepler-155 b,1,2,Transit,2014,5.02000,0.01580,3.020000,0.000000,293.4990000
Kepler-155 c,1,2,Transit,2014,5.65000,0.01780,2.760000,0.000000,293.4990000
Kepler-1550 b,1,1,Transit,2016,9.38000,0.02950,1.870000,0.000000,1179.0100000
Kepler-1551 b,1,1,Transit,2016,7.56000,0.02380,2.210000,0.000000,1463.7200000
Kepler-1552 b,1,1,Transit,2016,6.66000,0.02100,2.430000,0.000000,769.0960000
Kepler-1553 b,1,1,Transit,2016,1.60000,0.00505,5.780000,0.000000,692.5940000
Kepler-1554 b,1,1,Transit,2016,8.75000,0.02750,1.970000,0.000000,946.8470000
Kepler-1555 b,1,1,Transit,2016,3.22000,0.01010,4.240000,0.000000,2013.2700000
Kepler-1556 b,1,1,Transit,2016,4.50000,0.01420,3.280000,0.000000,944.5400000
Kepler-1557 b,1,1,Transit,2016,2.96000,0.00930,4.540000,0.000000,1380.1600000
Kepler-1558 b,1,1,Transit,2016,0.24400,0.00077,4.260000,0.000000,325.7370000
Kepler-1559 b,1,1,Transit,2016,0.29900,0.00094,4.400000,0.000000,614.8270000
Kepler-156 b,1,2,Transit,2014,5.90000,0.01860,2.660000,0.000000,443.4830000
Kepler-156 c,1,2,Transit,2014,7.04000,0.02210,2.330000,0.000000,443.4830000
Kepler-1560 b,1,1,Transit,2016,0.64000,0.00201,4.990000,0.000000,502.4970000
Kepler-1561 b,1,1,Transit,2016,1.32000,0.00416,5.600000,0.000000,839.0760000
Kepler-1562 b,1,1,Transit,2016,12.30000,0.03880,1.510000,0.000000,2060.7200000
Kepler-1563 b,1,1,Transit,2016,0.34700,0.00109,4.520000,0.000000,616.6970000
Kepler-1564 b,1,1,Transit,2016,2.76000,0.00869,4.770000,0.000000,908.8050000
Kepler-1565 b,1,1,Transit,2016,1.81000,0.00570,5.900000,0.000000,629.9300000
Kepler-1566 b,1,1,Transit,2016,0.41800,0.00131,4.660000,0.000000,466.5860000
Kepler-1567 b,1,1,Transit,2016,7.90000,0.02490,2.130000,0.000000,1206.1100000
Kepler-1568 b,1,1,Transit,2016,2.24000,0.00705,5.600000,0.000000,916.3130000
Kepler-1569 b,1,1,Transit,2016,3.46000,0.01090,4.010000,0.000000,945.4540000
Kepler-157 b,1,3,Transit,2014,2.30000,0.00724,5.500000,0.000000,773.7130000
Kepler-157 c,1,3,Transit,2014,5.65000,0.01780,2.760000,0.000000,773.7130000
Kepler-157 d,1,3,Transit,2016,2.73000,0.00859,4.820000,0.000000,773.7130000
Kepler-1570 b,1,1,Transit,2016,1.24000,0.00390,5.560000,0.000000,918.9950000
Kepler-1571 b,1,1,Transit,2016,2.92000,0.00920,4.570000,0.000000,675.3030000
Kepler-1572 b,1,1,Transit,2016,0.77900,0.00245,5.150000,0.000000,946.6020000
Kepler-1573 b,1,1,Transit,2016,1.87000,0.00588,5.950000,0.000000,1455.3600000
Kepler-1574 b,1,1,Transit,2016,2.21000,0.00696,5.660000,0.000000,1384.1600000
Kepler-1575 b,1,1,Transit,2016,2.27000,0.00714,5.550000,0.000000,1246.9200000
Kepler-1576 b,1,1,Transit,2016,1.12000,0.00352,5.470000,0.000000,460.9100000
Kepler-1577 b,1,1,Transit,2016,1.51000,0.00474,5.750000,0.000000,510.0290000
Kepler-1578 b,1,1,Transit,2016,1.12000,0.00352,5.470000,0.000000,1064.0500000
Kepler-1579 b,1,1,Transit,2016,0.52000,0.00164,4.820000,0.000000,466.0000000
Kepler-158 b,1,2,Transit,2014,5.14000,0.01620,2.960000,0.000000,315.1770000
Kepler-158 c,1,2,Transit,2014,4.27000,0.01340,3.420000,0.000000,315.1770000
Kepler-1580 b,1,1,Transit,2016,5.10000,0.01600,2.980000,0.000000,1002.0200000
Kepler-1581 b,1,1,Transit,2016,0.43700,0.00137,4.690000,0.000000,493.1750000
Kepler-1582 b,1,1,Transit,2016,2.83000,0.00889,4.700000,0.000000,78.8906000
Kepler-1583 b,1,1,Transit,2016,0.15600,0.00049,3.970000,0.000000,403.9330000
Kepler-1584 b,1,1,Transit,2016,3.22000,0.01010,4.240000,0.000000,1416.3100000
Kepler-1585 b,1,1,Transit,2016,3.86000,0.01210,3.700000,0.000000,944.4650000
Kepler-1586 b,1,1,Transit,2016,2.92000,0.00920,4.570000,0.000000,552.5500000
Kepler-1587 b,1,1,Transit,2016,2.33000,0.00733,5.440000,0.000000,1026.4800000
Kepler-1588 b,1,1,Transit,2016,0.36300,0.00114,4.540000,0.000000,924.1410000
Kepler-1589 b,1,1,Transit,2016,1.32000,0.00416,5.600000,0.000000,1513.1400000
Kepler-159 b,1,2,Transit,2014,6.26000,0.01970,2.550000,0.000000,373.7440000
Kepler-159 c,1,2,Transit,2014,11.50000,0.03630,1.590000,0.000000,373.7440000
Kepler-1590 b,1,1,Transit,2016,1.55000,0.00489,5.750000,0.000000,771.1520000
Kepler-1591 b,1,1,Transit,2016,2.15000,0.00678,5.770000,0.000000,1419.5800000
Kepler-1592 b,1,1,Transit,2016,2.99000,0.00940,4.500000,0.000000,1639.4700000
Kepler-1593 b,1,1,Transit,2016,10.20000,0.03200,1.760000,0.000000,638.2490000
Kepler-1594 b,1,1,Transit,2016,1.20000,0.00377,5.540000,0.000000,976.8680000
Kepler-1595 b,1,1,Transit,2016,2.04000,0.00642,6.020000,0.000000,845.0220000
Kepler-1596 b,1,1,Transit,2016,4.27000,0.01340,3.420000,0.000000,2146.2300000
Kepler-1597 b,1,1,Transit,2016,1.20000,0.00377,5.540000,0.000000,1221.0500000
Kepler-1598 b,1,1,Transit,2016,0.80900,0.00254,5.180000,0.000000,619.8620000
Kepler-1599 b,1,1,Transit,2016,3.26000,0.01020,4.210000,0.000000,1328.2000000
Kepler-160 b,1,3,Transit,2014,3.59000,0.01130,3.910000,0.000000,937.0130000
Kepler-160 c,1,3,Transit,2014,13.60000,0.04280,1.410000,0.000000,937.0130000
Kepler-160 d,1,3,Transit Timing Variations,2020,100.00000,0.31463,,,937.0130000
Kepler-1600 b,1,1,Transit,2016,9.96000,0.03130,1.780000,0.000000,1030.8100000
Kepler-1601 b,1,1,Transit,2016,0.47700,0.00150,4.750000,0.000000,644.4560000
Kepler-1602 b,1,1,Transit,2016,2.36000,0.00742,5.390000,0.000000,629.8040000
Kepler-1603 b,1,1,Transit,2016,2.21000,0.00696,5.660000,0.000000,2712.5800000
Kepler-1604 b,1,1,Transit,2016,2.57000,0.00809,5.040000,0.000000,541.1890000
Kepler-1605 b,1,1,Transit,2016,1.28000,0.00403,5.580000,0.000000,546.2300000
Kepler-1606 b,1,1,Transit,2016,4.94000,0.01550,3.060000,0.000000,831.2870000
Kepler-1607 b,1,1,Transit,2016,0.72100,0.00227,5.090000,0.000000,1286.1000000
Kepler-1608 b,1,1,Transit,2016,3.64000,0.01150,3.860000,0.000000,832.0000000
Kepler-1609 b,1,1,Transit,2016,5.56000,0.01750,2.790000,0.000000,1826.0400000
Kepler-161 b,1,2,Transit,2014,12.10000,0.03800,6.980000,0.000000,434.6320000
Kepler-161 c,1,2,Transit,2014,11.80000,0.03700,7.530000,0.000000,434.6320000
Kepler-1610 b,1,1,Transit,2016,3.22000,0.01010,4.240000,0.000000,864.3310000
Kepler-1611 b,1,1,Transit,2016,0.45700,0.00144,4.730000,0.000000,908.4440000
Kepler-1612 b,1,1,Transit,2016,1.08000,0.00340,5.430000,0.000000,764.7260000
Kepler-1613 b,1,1,Transit,2016,4.98000,0.01570,3.040000,0.000000,1508.3300000
Kepler-1614 b,1,1,Transit,2016,2.83000,0.00889,4.700000,0.000000,1191.1900000
Kepler-1615 b,1,1,Transit,2016,4.90000,0.01540,3.080000,0.000000,1393.8300000
Kepler-1616 b,1,1,Transit,2016,1.04000,0.00328,5.390000,0.000000,1137.8100000
Kepler-1617 b,1,1,Transit,2016,1.87000,0.00588,5.950000,0.000000,898.3100000
Kepler-1618 b,1,1,Transit,2016,2.13000,0.00669,5.850000,0.000000,1229.2500000
Kepler-1619 b,1,1,Transit,2016,0.36300,0.00114,4.540000,0.000000,734.8500000
Kepler-162 b,1,2,Transit,2014,2.13000,0.00669,5.850000,0.000000,855.6410000
Kepler-162 c,1,2,Transit,2014,9.43000,0.02970,1.860000,0.000000,855.6410000
Kepler-1620 b,1,1,Transit,2016,3.22000,0.01010,4.240000,0.000000,895.0690000
Kepler-1621 b,1,1,Transit,2016,5.31000,0.01670,2.900000,0.000000,1631.6600000
Kepler-1622 b,1,1,Transit,2016,2.76000,0.00869,4.770000,0.000000,796.4770000
Kepler-1623 b,1,1,Transit,2016,2.27000,0.00714,5.550000,0.000000,837.4810000
Kepler-1624 b,1,1,Transit,2016,27.60000,0.08670,0.819000,0.000000,258.9790000
Kepler-1625 b,1,1,Transit,2016,30.60000,0.09620,0.756000,0.000000,2310.1100000
Kepler-1626 b,1,1,Transit,2016,4.74000,0.01490,3.160000,0.000000,1368.8300000
Kepler-1627 b,1,1,Transit,2016,13.20000,0.04150,1.440000,0.000000,317.4370000
Kepler-1628 b,1,1,Transit,2016,33.80000,0.10600,0.699000,0.000000,352.0000000
Kepler-1629 b,1,1,Transit,2016,0.38100,0.00120,4.590000,0.000000,336.0900000
Kepler-163 b,1,2,Transit,2014,1.16000,0.00364,5.510000,0.000000,689.8140000
Kepler-163 c,1,2,Transit,2014,5.73000,0.01800,2.730000,0.000000,689.8140000
Kepler-1630 b,1,1,Transit,2016,5.43000,0.01710,2.840000,0.000000,331.2130000
Kepler-1631 b,1,1,Transit,2016,2.39000,0.00752,5.340000,0.000000,1305.9900000
Kepler-1632 b,1,1,Transit,2016,6.66000,0.02100,2.430000,0.000000,716.7600000
Kepler-1633 b,1,1,Transit,2016,3.12000,0.00982,4.350000,0.000000,1114.9100000
Kepler-1634 b,1,1,Transit,2016,10.30000,0.03240,1.740000,0.000000,617.3390000
Kepler-1635 b,1,1,Transit,2016,12.90000,0.04050,1.470000,0.000000,1069.4500000
Kepler-1636 b,1,1,Transit,2016,10.50000,0.03310,1.710000,0.000000,1947.5400000
Kepler-1637 b,1,1,Transit,2016,0.64000,0.00201,4.990000,0.000000,567.1870000
Kepler-1638 b,1,1,Transit,2016,4.16000,0.01310,3.500000,0.000000,1525.5200000
Kepler-1639 b,1,1,Transit,2016,7.18000,0.02260,2.300000,0.000000,1031.3100000
Kepler-164 b,1,3,Transit,2014,2.57000,0.00809,5.040000,0.000000,890.7580000
Kepler-164 c,1,3,Transit,2014,7.90000,0.02490,2.130000,0.000000,890.7580000
Kepler-164 d,1,3,Transit,2014,6.57000,0.02070,2.450000,0.000000,890.7580000
Kepler-1640 b,1,1,Transit,2016,20.70000,0.06520,1.020000,0.000000,1859.7800000
Kepler-1641 b,1,2,Transit,2016,9.85000,0.03100,1.800000,0.000000,860.3700000
Kepler-1641 c,1,2,Transit,2016,9.01000,0.02830,1.930000,0.000000,860.3700000
Kepler-1642 b,1,2,Transit,2016,10.30000,0.03250,1.730000,0.000000,413.8730000
